id,provinsi,kabupaten_kota,nama_layanan,jenis_layanan,kategori,specialization,alamat,telepon,website,latitude,longitude,telemedicine,biaya_mulai,insurance_supported,rating,jam_buka,jam_tutup,hari_operasional,verified,photo_url,source,updated_at
2397,Sulawesi Barat,Bandar Lampung,Pusat Konseling Universitas Bandar Lampung,Universitas,Konseling,Kecemasan,"Jl. Kesehatan No.190, Bandar Lampung",+628821498610,,0.3862309889569939,106.83925336247425,True,50000,Swasta,3.3,7:00,16:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2398,Nusa Tenggara Timur,Denpasar,Puskesmas Denpasar,Puskesmas,Konseling,Kesehatan Mental Remaja,"Jl. Kesehatan No.130, Denpasar",+628919380008,,-5.220493841494877,104.42523433391707,False,0,Mandiri,3.6,9:00,16:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2399,Kalimantan Timur,Semarang,Puskesmas Semarang,Puskesmas,Konseling,Konseling Pernikahan,"Jl. Kesehatan No.115, Semarang",+628514208587,,2.042862299927071,112.29583174978215,True,500000,Mandiri,3.1,8:00,16:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2400,Sulawesi Selatan,Sidoarjo,RSUD Sidoarjo,Rumah Sakit,Psikiatri,Terapi Keluarga,"Jl. Kesehatan No.97, Sidoarjo",+628267033777,,1.8623920826968803,103.26109312440477,False,50000,Mandiri,4.3,7:00,22:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2401,Maluku Utara,Kupang,RSUD Kupang,Rumah Sakit,Psikiatri,Kesehatan Mental Remaja,"Jl. Kesehatan No.215, Kupang",+628404080750,,-3.0741308324496224,110.70934469726427,False,0,BPJS,3.5,8:00,19:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2402,Sulawesi Utara,Malang,Klinik Psikologi Malang,Klinik Psikologi,Psikolog,Kesehatan Mental Remaja,"Jl. Kesehatan No.149, Malang",+628051235359,,-3.7074576188458934,118.1925628538531,True,50000,"BPJS,Swasta",4.2,9:00,17:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2403,Sulawesi Barat,Sidoarjo,Puskesmas Sidoarjo,Puskesmas,Konseling,Kesehatan Mental Remaja,"Jl. Kesehatan No.140, Sidoarjo",+628054847856,,4.106410576279806,121.6298627728381,True,150000,"BPJS,Swasta",3.6,7:00,20:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2404,DI Yogyakarta,Ternate,RS Jiwa Ternate,Rumah Sakit Jiwa,Psikiatri,Trauma,"Jl. Kesehatan No.116, Ternate",+628281749268,,0.2385049832438959,112.9122023068568,True,150000,"Mandiri,Swasta",4.0,7:00,19:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2405,Riau,Bima,Pusat Konseling Universitas Bima,Universitas,Konseling,Depresi,"Jl. Kesehatan No.11, Bima",+628769244583,,-9.983425890129647,98.15599484326876,False,100000,Swasta,4.1,10:00,20:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2406,Maluku,Gresik,RSUD Gresik,Rumah Sakit,Psikiatri,ADHD,"Jl. Kesehatan No.197, Gresik",+628036068611,,-7.756787261058433,99.88846025880092,False,100000,Swasta,3.4,7:00,19:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2407,Papua Barat,Tasikmalaya,RSUD Tasikmalaya,Rumah Sakit,Psikiatri,Trauma,"Jl. Kesehatan No.249, Tasikmalaya",+628769318967,,-6.183774846972524,125.1631938925458,True,150000,BPJS,3.6,10:00,20:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2408,Kalimantan Tengah,Tegal,Puskesmas Tegal,Puskesmas,Konseling,ADHD,"Jl. Kesehatan No.68, Tegal",+628269198248,,1.0111690911647049,101.97291369340313,True,0,Swasta,4.0,10:00,21:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2409,Sulawesi Barat,Kendari,RS Jiwa Kendari,Rumah Sakit Jiwa,Psikiatri,Terapi Keluarga,"Jl. Kesehatan No.203, Kendari",+628987409999,,1.6738189890720285,110.17809449337838,False,50000,Swasta,4.1,8:00,21:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2410,Sulawesi Utara,Tabanan,Klinik Psikologi Tabanan,Klinik Psikologi,Psikolog,Depresi,"Jl. Kesehatan No.140, Tabanan",+628477757056,,-5.422901568264772,95.21341622981105,True,100000,Swasta,4.8,10:00,16:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2411,Kalimantan Barat,Kupang,Klinik Psikologi Kupang,Klinik Psikologi,Psikolog,Trauma,"Jl. Kesehatan No.151, Kupang",+628256699886,,-8.758052520456232,103.61542363002134,False,100000,BPJS,3.3,9:00,22:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2412,Sumatera Selatan,Solo,Puskesmas Solo,Puskesmas,Konseling,Konseling Pernikahan,"Jl. Kesehatan No.233, Solo",+628426330032,,-2.911638900320531,115.26277034740791,False,150000,"Mandiri,Swasta",3.6,7:00,18:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2413,Kalimantan Utara,Magelang,Puskesmas Magelang,Puskesmas,Konseling,Burnout Kerja,"Jl. Kesehatan No.130, Magelang",+628607268445,,-2.370259514631101,129.1266350882261,False,250000,Mandiri,3.8,7:00,18:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2414,Riau,Bantul,RS Jiwa Bantul,Rumah Sakit Jiwa,Psikiatri,Gangguan Tidur,"Jl. Kesehatan No.249, Bantul",+628908996491,,-2.9047568534771386,117.31545526676365,True,350000,BPJS,4.3,9:00,18:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2415,Bali,Denpasar,Klinik Psikologi Denpasar,Klinik Psikologi,Psikolog,Kecemasan,"Jl. Kesehatan No.135, Denpasar",+628661400815,,-7.948447578631843,140.6380962357701,False,350000,Mandiri,4.0,8:00,20:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2416,Sulawesi Selatan,Tegal,Pusat Konseling Universitas Tegal,Universitas,Konseling,Depresi,"Jl. Kesehatan No.172, Tegal",+628223472385,,-5.545928623735577,102.24341222675112,True,150000,Swasta,4.0,7:00,16:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2417,Bali,Tangerang Selatan,Pusat Konseling Universitas Tangerang Selatan,Universitas,Konseling,Trauma,"Jl. Kesehatan No.207, Tangerang Selatan",+628465975616,,-8.01456220573921,128.06294900071254,False,0,"BPJS,Swasta",4.2,10:00,19:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2418,Kalimantan Selatan,Balikpapan,Puskesmas Balikpapan,Puskesmas,Konseling,Trauma,"Jl. Kesehatan No.126, Balikpapan",+628673215694,,-3.3167981359452874,109.88350516474813,True,500000,Mandiri,4.7,8:00,20:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2419,Banten,Madiun,RS Jiwa Madiun,Rumah Sakit Jiwa,Psikiatri,ADHD,"Jl. Kesehatan No.28, Madiun",+628651060285,,-4.129196144674751,133.27947183999143,False,350000,"BPJS,Swasta",4.3,7:00,16:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2420,Kepulauan Riau,Medan,RSUD Medan,Rumah Sakit,Psikiatri,Kecemasan,"Jl. Kesehatan No.135, Medan",+628246940286,,5.121270087857866,112.74849193561221,True,350000,"BPJS,Swasta",3.7,10:00,16:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2421,Maluku,Bukittinggi,Puskesmas Bukittinggi,Puskesmas,Konseling,Gangguan Tidur,"Jl. Kesehatan No.133, Bukittinggi",+628274111239,,-0.4835807324880026,135.45260609668145,False,500000,Swasta,4.3,9:00,17:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2422,Kepulauan Riau,Jayapura,RS Jiwa Jayapura,Rumah Sakit Jiwa,Psikiatri,Gangguan Mood,"Jl. Kesehatan No.191, Jayapura",+628962967660,,-9.018537240996475,104.46690885570474,True,0,Swasta,3.5,10:00,22:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2423,Jawa Tengah,Palembang,Pusat Konseling Universitas Palembang,Universitas,Konseling,Gangguan Tidur,"Jl. Kesehatan No.43, Palembang",+628065338677,,-5.911912593122274,116.46242286367462,False,250000,BPJS,3.8,8:00,21:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2424,Nusa Tenggara Barat,Pontianak,RS Jiwa Pontianak,Rumah Sakit Jiwa,Psikiatri,ADHD,"Jl. Kesehatan No.201, Pontianak",+628713790473,,-9.92521764424191,109.29603029549865,False,100000,Swasta,4.7,9:00,20:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2425,Bali,Samarinda,Klinik Psikologi Samarinda,Klinik Psikologi,Psikolog,Konseling Pernikahan,"Jl. Kesehatan No.165, Samarinda",+628244363341,,-8.776226268284214,138.65295026685916,True,350000,Mandiri,4.6,10:00,16:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2426,Lampung,Cirebon,Puskesmas Cirebon,Puskesmas,Konseling,Kesehatan Mental Remaja,"Jl. Kesehatan No.28, Cirebon",+628828122038,,-5.599966404027297,118.26524051254748,True,350000,Mandiri,4.0,9:00,22:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2427,Nusa Tenggara Barat,Sidoarjo,Puskesmas Sidoarjo,Puskesmas,Konseling,Gangguan Mood,"Jl. Kesehatan No.162, Sidoarjo",+628056377176,,-4.792491592751116,111.57585859663553,False,250000,BPJS,3.7,10:00,18:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2428,Sumatera Selatan,Tanjung Pinang,Klinik Psikologi Tanjung Pinang,Klinik Psikologi,Psikolog,Trauma,"Jl. Kesehatan No.90, Tanjung Pinang",+628255573546,,-6.949398854034019,106.04559250208298,False,50000,Swasta,4.8,7:00,22:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2429,Papua,Cimahi,Puskesmas Cimahi,Puskesmas,Konseling,Kecemasan,"Jl. Kesehatan No.136, Cimahi",+628197975307,,-10.125008060629128,105.68672931999436,False,500000,BPJS,4.7,7:00,19:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2430,Papua Barat,Samarinda,Pusat Konseling Universitas Samarinda,Universitas,Konseling,Konseling Pernikahan,"Jl. Kesehatan No.26, Samarinda",+628752449801,,-3.047133223247185,107.31723201145778,False,0,Mandiri,3.2,10:00,22:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2431,Jawa Timur,Sukabumi,Pusat Konseling Universitas Sukabumi,Universitas,Konseling,Trauma,"Jl. Kesehatan No.121, Sukabumi",+628018211091,,-2.04305200435142,122.20568359169016,True,0,"Mandiri,Swasta",4.0,7:00,22:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2432,Sumatera Utara,Tegal,RSUD Tegal,Rumah Sakit,Psikiatri,Terapi Keluarga,"Jl. Kesehatan No.110, Tegal",+628053234702,,-5.673100815694609,111.63315431381687,False,250000,"Mandiri,Swasta",3.5,8:00,18:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2433,Maluku,Yogyakarta,RS Jiwa Yogyakarta,Rumah Sakit Jiwa,Psikiatri,Burnout Kerja,"Jl. Kesehatan No.145, Yogyakarta",+628831297736,,4.858167384015342,123.62268902625283,True,50000,Swasta,4.7,8:00,22:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2434,Nusa Tenggara Timur,Bekasi,RSUD Bekasi,Rumah Sakit,Psikiatri,Kecemasan,"Jl. Kesehatan No.216, Bekasi",+628251287285,,-2.5499158448513732,137.47550927616317,True,0,Mandiri,3.6,10:00,20:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2435,Bali,Mataram,Klinik Psikologi Mataram,Klinik Psikologi,Psikolog,ADHD,"Jl. Kesehatan No.58, Mataram",+628580602368,,-1.173768029293747,132.5694481964682,False,250000,BPJS,4.4,10:00,19:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2436,Kepulauan Riau,Semarang,Klinik Psikologi Semarang,Klinik Psikologi,Psikolog,Kecemasan,"Jl. Kesehatan No.181, Semarang",+628882851735,,-7.119708416329692,107.70562670929236,False,250000,"Mandiri,Swasta",3.4,9:00,20:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2437,Sumatera Barat,Gresik,RS Jiwa Gresik,Rumah Sakit Jiwa,Psikiatri,Trauma,"Jl. Kesehatan No.29, Gresik",+628050512963,,-9.429856168383903,110.01632691272995,True,250000,"Mandiri,Swasta",3.2,9:00,20:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2438,Papua,Sleman,Puskesmas Sleman,Puskesmas,Konseling,Depresi,"Jl. Kesehatan No.69, Sleman",+628314250711,,-8.990020780717256,103.64528823706958,False,250000,Swasta,4.7,9:00,17:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2439,Jawa Timur,Makassar,Klinik Psikologi Makassar,Klinik Psikologi,Psikolog,Trauma,"Jl. Kesehatan No.38, Makassar",+628400461339,,-7.933952393169115,130.55921583410264,True,0,BPJS,4.9,8:00,17:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2440,Sulawesi Utara,Bandar Lampung,RS Jiwa Bandar Lampung,Rumah Sakit Jiwa,Psikiatri,Gangguan Tidur,"Jl. Kesehatan No.92, Bandar Lampung",+628489643860,,3.221950654248351,122.82290918294831,False,150000,"Mandiri,Swasta",4.3,9:00,20:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2441,Jawa Timur,Badung,Puskesmas Badung,Puskesmas,Konseling,Konseling Pernikahan,"Jl. Kesehatan No.68, Badung",+628665235625,,-5.6161847109464365,120.32301301504786,False,0,Swasta,4.0,9:00,17:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2442,Papua,Pekanbaru,RSUD Pekanbaru,Rumah Sakit,Psikiatri,Trauma,"Jl. Kesehatan No.183, Pekanbaru",+628788862426,,-10.098810972913803,130.7594756146853,False,350000,BPJS,4.6,8:00,16:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2443,Sulawesi Tenggara,Madiun,RS Jiwa Madiun,Rumah Sakit Jiwa,Psikiatri,Kecemasan,"Jl. Kesehatan No.181, Madiun",+628438934864,,-5.52770108851535,125.75463571213882,True,150000,"Mandiri,Swasta",4.9,8:00,22:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2444,Gorontalo,Bogor,Klinik Psikologi Bogor,Klinik Psikologi,Psikolog,Terapi Keluarga,"Jl. Kesehatan No.36, Bogor",+628005643145,,-9.938088076227231,103.03737542525334,True,100000,BPJS,4.7,9:00,19:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2445,Sumatera Selatan,Denpasar,Klinik Psikologi Denpasar,Klinik Psikologi,Psikolog,Terapi Keluarga,"Jl. Kesehatan No.155, Denpasar",+628525419891,,5.479380818983692,121.43680075627823,True,50000,Mandiri,4.5,8:00,17:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2446,Sumatera Barat,Palu,Pusat Konseling Universitas Palu,Universitas,Konseling,Burnout Kerja,"Jl. Kesehatan No.72, Palu",+628874396109,,-8.530481825296123,120.36178758253662,True,100000,"Mandiri,Swasta",4.5,9:00,19:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2447,Kalimantan Utara,Serang,RS Jiwa Serang,Rumah Sakit Jiwa,Psikiatri,Konseling Pernikahan,"Jl. Kesehatan No.9, Serang",+628978816578,,4.562253650292844,99.14472124204154,False,250000,BPJS,4.8,8:00,17:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2448,Sulawesi Barat,Manado,Puskesmas Manado,Puskesmas,Konseling,Gangguan Mood,"Jl. Kesehatan No.212, Manado",+628142050359,,-10.141167326041982,116.55178050970147,True,250000,"Mandiri,Swasta",3.7,10:00,21:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2449,DI Yogyakarta,Manado,Puskesmas Manado,Puskesmas,Konseling,Trauma,"Jl. Kesehatan No.10, Manado",+628954016313,,-7.520227257284384,119.31044049377131,True,250000,Swasta,4.8,8:00,17:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2450,Jawa Tengah,Cilegon,Puskesmas Cilegon,Puskesmas,Konseling,Burnout Kerja,"Jl. Kesehatan No.48, Cilegon",+628242695057,,3.3034163448831873,114.88667747561124,True,350000,Swasta,4.6,10:00,19:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2451,Sulawesi Tenggara,Mataram,Klinik Psikologi Mataram,Klinik Psikologi,Psikolog,Depresi,"Jl. Kesehatan No.115, Mataram",+628087938710,,-7.525686945092449,114.22299857358509,False,50000,BPJS,3.2,8:00,18:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2452,Sumatera Selatan,Makassar,RSUD Makassar,Rumah Sakit,Psikiatri,Depresi,"Jl. Kesehatan No.157, Makassar",+628856741671,,-1.3748068244439988,124.13055353213736,True,50000,"BPJS,Swasta",4.5,10:00,22:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2453,Jawa Barat,Jakarta Pusat,Klinik Psikologi Jakarta Pusat,Klinik Psikologi,Psikolog,Gangguan Tidur,"Jl. Kesehatan No.189, Jakarta Pusat",+628997562258,,-1.9171685856010967,135.3277982753596,False,0,BPJS,3.1,8:00,16:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2454,Sulawesi Utara,Mataram,Klinik Psikologi Mataram,Klinik Psikologi,Psikolog,Kecemasan,"Jl. Kesehatan No.148, Mataram",+628856207392,,-1.4283887354102998,101.1962375987914,False,350000,Swasta,4.9,7:00,19:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2455,Jawa Timur,Madiun,Klinik Psikologi Madiun,Klinik Psikologi,Psikolog,Depresi,"Jl. Kesehatan No.127, Madiun",+628881879647,,-3.0317539015394495,120.6026098225602,True,50000,"BPJS,Swasta",4.8,7:00,16:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2456,DI Yogyakarta,Binjai,Klinik Psikologi Binjai,Klinik Psikologi,Psikolog,Burnout Kerja,"Jl. Kesehatan No.62, Binjai",+628720996434,,-6.163623816690402,105.43453783393458,True,250000,BPJS,4.7,9:00,18:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2457,DKI Jakarta,Makassar,Pusat Konseling Universitas Makassar,Universitas,Konseling,Trauma,"Jl. Kesehatan No.8, Makassar",+628692708558,,5.3430404846057975,124.93165409444738,True,500000,"Mandiri,Swasta",4.4,7:00,18:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2458,Nusa Tenggara Barat,Garut,Klinik Psikologi Garut,Klinik Psikologi,Psikolog,Konseling Pernikahan,"Jl. Kesehatan No.246, Garut",+628024169630,,1.238504232013252,96.90519825197613,True,500000,BPJS,3.2,8:00,18:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2459,Banten,Gresik,RS Jiwa Gresik,Rumah Sakit Jiwa,Psikiatri,Gangguan Mood,"Jl. Kesehatan No.122, Gresik",+628518486128,,-2.744841647499541,138.0286237345114,True,100000,Swasta,3.8,10:00,21:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2460,Jawa Timur,Singkawang,RS Jiwa Singkawang,Rumah Sakit Jiwa,Psikiatri,Gangguan Mood,"Jl. Kesehatan No.138, Singkawang",+628390604952,,-7.780013266502223,129.76638734924222,False,250000,Swasta,4.5,8:00,18:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2461,DKI Jakarta,Bandar Lampung,Klinik Psikologi Bandar Lampung,Klinik Psikologi,Psikolog,Kecemasan,"Jl. Kesehatan No.17, Bandar Lampung",+628737196286,,0.6456088399916702,114.25758305381726,False,50000,BPJS,3.4,7:00,22:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2462,Sumatera Barat,Cilegon,RSUD Cilegon,Rumah Sakit,Psikiatri,Kecemasan,"Jl. Kesehatan No.199, Cilegon",+628802188589,,1.6728696632784867,127.32159481874493,True,50000,"BPJS,Swasta",3.0,8:00,20:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2463,Papua,Ternate,RSUD Ternate,Rumah Sakit,Psikiatri,Gangguan Mood,"Jl. Kesehatan No.150, Ternate",+628684930631,,4.641823281939766,113.54556687097107,False,350000,"Mandiri,Swasta",3.1,9:00,22:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2464,Banten,Tanjung Pinang,RSUD Tanjung Pinang,Rumah Sakit,Psikiatri,Kesehatan Mental Remaja,"Jl. Kesehatan No.33, Tanjung Pinang",+628879982881,,-1.6533099380588396,104.09217829734654,False,50000,BPJS,4.7,7:00,19:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2465,Kalimantan Timur,Jakarta Barat,Pusat Konseling Universitas Jakarta Barat,Universitas,Konseling,Kesehatan Mental Remaja,"Jl. Kesehatan No.127, Jakarta Barat",+628668168464,,-5.233664773840321,133.07056364063774,False,50000,"BPJS,Swasta",4.5,9:00,16:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2466,Gorontalo,Denpasar,RS Jiwa Denpasar,Rumah Sakit Jiwa,Psikiatri,Terapi Keluarga,"Jl. Kesehatan No.121, Denpasar",+628424719512,,-3.0245043708406723,128.01127607984526,False,0,Mandiri,4.7,7:00,18:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2467,Lampung,Malang,Puskesmas Malang,Puskesmas,Konseling,ADHD,"Jl. Kesehatan No.21, Malang",+628248029501,,-5.310742223000208,117.25414581546232,True,350000,Swasta,3.4,10:00,16:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2468,Lampung,Manado,Puskesmas Manado,Puskesmas,Konseling,Konseling Pernikahan,"Jl. Kesehatan No.145, Manado",+628414241617,,2.202879017616482,135.52198294173948,True,50000,Mandiri,4.3,9:00,21:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2469,DKI Jakarta,Bukittinggi,RS Jiwa Bukittinggi,Rumah Sakit Jiwa,Psikiatri,Gangguan Mood,"Jl. Kesehatan No.205, Bukittinggi",+628702687617,,-5.270340726382738,113.79354130180384,True,350000,Mandiri,4.6,9:00,18:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2470,Kalimantan Tengah,Batam,RSUD Batam,Rumah Sakit,Psikiatri,Kecemasan,"Jl. Kesehatan No.24, Batam",+628593807721,,-10.245779437597685,135.9327275904872,False,150000,Mandiri,4.4,7:00,21:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2471,Riau,Bekasi,Pusat Konseling Universitas Bekasi,Universitas,Konseling,Burnout Kerja,"Jl. Kesehatan No.244, Bekasi",+628539874073,,-1.2250399250060138,114.54931579807545,False,500000,BPJS,3.9,10:00,19:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2472,Jawa Timur,Solo,Klinik Psikologi Solo,Klinik Psikologi,Psikolog,Gangguan Mood,"Jl. Kesehatan No.125, Solo",+628773790100,,1.6553221522105641,96.75019035060286,False,350000,"Mandiri,Swasta",4.5,8:00,19:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2473,Jawa Barat,Bandung,Pusat Konseling Universitas Bandung,Universitas,Konseling,Depresi,"Jl. Kesehatan No.95, Bandung",+628860836730,,-1.9394910410668356,120.80737740046635,False,350000,Swasta,3.5,8:00,21:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2474,Maluku Utara,Parepare,Pusat Konseling Universitas Parepare,Universitas,Konseling,Konseling Pernikahan,"Jl. Kesehatan No.49, Parepare",+628101374909,,-10.337116876013026,122.92189888291708,True,350000,"Mandiri,Swasta",4.3,9:00,20:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2475,Maluku,Magelang,Pusat Konseling Universitas Magelang,Universitas,Konseling,Depresi,"Jl. Kesehatan No.61, Magelang",+628999535213,,2.5202783692352657,130.84577526156238,False,50000,"Mandiri,Swasta",3.0,10:00,19:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2476,Papua Barat,Sidoarjo,Puskesmas Sidoarjo,Puskesmas,Konseling,Gangguan Mood,"Jl. Kesehatan No.216, Sidoarjo",+628218839898,,-5.510721845225067,133.6438697709656,True,350000,BPJS,3.7,7:00,16:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2477,Maluku,Sukabumi,RS Jiwa Sukabumi,Rumah Sakit Jiwa,Psikiatri,Burnout Kerja,"Jl. Kesehatan No.169, Sukabumi",+628375947750,,-8.913466590816666,117.76614367575466,False,50000,"BPJS,Swasta",3.3,8:00,21:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2478,Banten,Bandung,RSUD Bandung,Rumah Sakit,Psikiatri,Konseling Pernikahan,"Jl. Kesehatan No.137, Bandung",+628429413271,,-2.2156282849065754,97.50949666479053,False,150000,Mandiri,3.1,8:00,16:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
2479,DI Yogyakarta,Ternate,Pusat Konseling Universitas Ternate,Universitas,Konseling,Depresi,"Jl. Kesehatan No.230, Ternate",+628687707142,,-9.525158447022243,133.19467338618813,True,500000,"Mandiri,Swasta",4.9,9:00,17:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2480,Papua,Parepare,Pusat Konseling Universitas Parepare,Universitas,Konseling,Kecemasan,"Jl. Kesehatan No.109, Parepare",+628103481933,,-1.8914353230333933,119.06920449894847,False,50000,Mandiri,3.8,10:00,21:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2481,Maluku,Yogyakarta,RS Jiwa Yogyakarta,Rumah Sakit Jiwa,Psikiatri,Depresi,"Jl. Kesehatan No.78, Yogyakarta",+628425792334,,-10.38630434208378,107.56708305698832,False,350000,Swasta,4.0,7:00,17:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
2482,Kalimantan Barat,Balikpapan,Klinik Psikologi Balikpapan,Klinik Psikologi,Psikolog,Konseling Pernikahan,"Jl. Kesehatan No.208, Balikpapan",+628109143501,,-0.2695246655403931,119.59661957281133,True,0,BPJS,3.5,9:00,16:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
